Stations_id;Stationsname;geogr. Breite;geogr. Laenge;Stationshoehe;Bundesland;
       3670;Nürnberg-Krottenbach                    ;      49.382;     11.0095;          332;Bayern                                  ;
       3671;Nürtingen                               ;   48.632111;    9.326125;          280;Baden-Württemberg                       ;
       3672;Nufringen                               ;    48.62071;    8.896186;          457;Baden-Württemberg                       ;
       3673;Nusse                                   ;   53.657341;   10.583675;           35;Schleswig-Holstein                      ;
       3674;Nutha                                   ;   51.961745;   12.010383;           57;Sachsen-Anhalt                          ;
       3675;Ober-Olm                                ;   49.939458;    8.197978;          205;Rheinland-Pfalz                         ;
       3676;Ober-Ramstadt                           ;   49.821973;    8.745099;          205;Hessen                                  ;
       3677;Oberammergau                            ;   47.602966;   11.060714;          832;Bayern                                  ;
       3678;Oberau                                  ;   47.558842;   11.126983;          674;Bayern                                  ;
       3679;Kiefersfelden-Gach                      ;   47.618701;   12.166532;          518;Bayern                                  ;
       3680;Oberaula                                ;       50.85;      9.4667;          340;Hessen                                  ;
       3681;Oberaurach-Fatschenbrunn                ;   49.918538;   10.596291;          426;Bayern                                  ;
       3682;Oberbergkirchen-Schörging               ;   48.302835;   12.369672;          460;Bayern                                  ;
       3683;Oberbobritzsch                          ;   50.867012;   13.460629;          427;Sachsen                                 ;
       3684;Oberbösa                                ;   51.287315;   11.018345;          240;Thüringen                               ;
       3685;Oberdachstetten                         ;    49.41151;   10.433456;          432;Bayern                                  ;
       3686;Oberelsbach-Sondernau                   ;   50.423209;   10.095995;          420;Bayern                                  ;
       3687;Nersingen-Oberfahlheim                  ;   48.429375;   10.147305;          472;Bayern                                  ;
       3688;Oberfahrenberg                          ;     49.6667;       12.35;          802;Bayern                                  ;
       3689;Untrasried-Maneberg                     ;   47.834552;   10.368163;        821.5;Bayern                                  ;
       3690;Oberharmersbach                         ;   48.386157;    8.142575;          372;Baden-Württemberg                       ;
       3691;Oberhausen (Kaisergarten )              ;     51.4833;      6.8667;           33;Nordrhein-Westfalen                     ;
       3692;Oberhausen-Klosterhardt                 ;   51.519779;    6.885219;           88;Nordrhein-Westfalen                     ;
       3693;Oberhausen/Donau-Sinning                ;   48.688413;    11.10677;          410;Bayern                                  ;
       3694;Oberhof                                 ;   50.700481;   10.725598;          810;Thüringen                               ;
       3695;Oberhof (Forsthaus Sattelbach)          ;     50.6833;     10.7333;          820;Thüringen                               ;
       3696;Oberkirch                               ;     48.5167;      8.0833;          190;Baden-Württemberg                       ;
       3697;Oberkochen                              ;   48.787096;    10.11991;          500;Baden-Württemberg                       ;
       3698;Oberkotzau                              ;   50.260539;   11.929927;          504;Bayern                                  ;
       3700;Oberleichtersbach-Modlos                ;   50.266144;    9.772709;        471.5;Bayern                                  ;
       3701;Oberlichtenau-Niederlichtenau           ;   51.235445;   13.989601;          220;Sachsen                                 ;
       3703;Wörth am Main                           ;   49.793277;     9.15454;          132;Bayern                                  ;
       3704;Oberndorf/Neckar                        ;   48.285077;    8.576395;          516;Baden-Württemberg                       ;
       3705;Oberndorf/Neckar-Aistaig                ;   48.314658;    8.573536;          475;Baden-Württemberg                       ;
       3706;Oberndorf/Oste                          ;   53.749524;    9.146402;            1;Niedersachsen                           ;
       3707;Obernzell                               ;   48.555947;   13.649112;          360;Bayern                                  ;
       3708;Oberöwisheim                            ;       49.15;      8.6833;          149;Baden-Württemberg                       ;
       3709;Oberoppurg                              ;   50.695987;   11.679156;          335;Thüringen                               ;
       3710;Westendorf, Kreis Ostallgäu             ;   47.932997;   10.717035;          679;Bayern                                  ;
       3711;Oberpframmern                           ;   48.018394;   11.806008;          606;Bayern                                  ;
       3712;Oberpierscheid-Philippsweiler           ;   50.051042;    6.385144;          525;Rheinland-Pfalz                         ;
       3713;Oberreichenbach                         ;   48.736619;    8.656103;          646;Baden-Württemberg                       ;
       3714;Oberreute                               ;   47.553798;    9.940647;        895.5;Bayern                                  ;
       3716;Oberried-Hofsgrund                      ;    47.90189;    7.898832;         1023;Baden-Württemberg                       ;
       3717;Oberried-Sankt Wilhelm                  ;   47.886891;    7.953524;          920;Baden-Württemberg                       ;
       3718;Oberried-Sankt Wilhelm (Forsthaus )     ;    47.89769;    7.948025;          740;Baden-Württemberg                       ;
       3719;Oberried-Zastler                        ;     47.9167;           8;          625;Baden-Württemberg                       ;
       3720;Oberroidham                             ;          48;     12.6833;          550;Bayern                                  ;
       3721;Oberscheinfeld-Appenfelden              ;    49.73749;   10.485446;          369;Bayern                                  ;
       3722;Oberschleißheim                         ;   48.244344;   11.552779;          484;Bayern                                  ;
       3723;Wallersdorf                             ;   48.743771;   12.751631;        334.5;Bayern                                  ;
       3724;Oberschönau                             ;   50.714079;   10.611214;          525;Thüringen                               ;
       3725;Obersinn                                ;   50.210231;    9.619667;          215;Bayern                                  ;
       3726;Sondershausen-Oberspier                 ;   51.312012;   10.854469;          302;Thüringen                               ;
       3728;Oberstaufen-Steibis                     ;    47.52304;   10.037735;          890;Bayern                                  ;
       3729;Oberstaufen-Thalkirchdorf               ;   47.557736;   10.093827;          748;Bayern                                  ;
       3730;Oberstdorf                              ;   47.398429;   10.275881;        805.8;Bayern                                  ;
       3731;Oberstdorf-Birgsau                      ;   47.338809;   10.265985;        940.5;Bayern                                  ;
       3732;Obersteina                              ;   51.193742;   13.101134;          185;Sachsen                                 ;
       3733;Oberstenfeld-Prevorst                   ;   49.049536;    9.392347;          468;Baden-Württemberg                       ;
       3734;Obersulm-Willsbach                      ;   49.128011;    9.352501;          230;Baden-Württemberg                       ;
       3735;Obertaufkirchen                         ;   48.263469;   12.276011;          455;Bayern                                  ;
       3736;Oberthulba                              ;   50.201934;    9.959617;          285;Bayern                                  ;
       3737;Obertrubach                             ;   49.695036;   11.350693;          435;Bayern                                  ;
       3738;Oberursel                               ;        50.2;      8.5833;          185;Hessen                                  ;
       3739;Oberviechtach                           ;   49.452096;   12.436546;          596;Bayern                                  ;
       3740;Lohmen/Sachsen                          ;   50.993291;   13.980718;          195;Sachsen                                 ;
       3741;Schwarzatal-Oberweißbach                ;   50.586716;   11.155808;          588;Thüringen                               ;
       3742;Oberweißenbrunn                         ;     50.4167;        9.95;          630;Bayern                                  ;
       3743;Oberwesel                               ;   50.117061;    7.719504;           87;Rheinland-Pfalz                         ;
       3744;Oberweser-Gieselwerder                  ;   51.601772;    9.538265;          125;Hessen                                  ;
       3745;Oberwiesenthal, Kurort                  ;   50.421929;   12.986468;          850;Sachsen                                 ;
       3746;Obing-Ilzham                            ;   48.003638;   12.377227;        595.5;Bayern                                  ;
       3747;Ochsenbach                              ;     49.0167;      8.9833;          280;Baden-Württemberg                       ;
       3748;Ochsenfurt                              ;     49.6667;     10.0667;          221;Bayern                                  ;
       3749;Ochsenfurt-Kaltenhof                    ;   49.647498;   10.020515;          268;Bayern                                  ;
       3750;Ochsenhausen                            ;   48.057916;    9.947929;          620;Baden-Württemberg                       ;
       3751;Ochsenhausen-Mittelbuch                 ;    48.04488;    9.882152;          626;Baden-Württemberg                       ;
       3752;Ochsenkopf                              ;   50.029964;   11.807449;         1014;Bayern                                  ;
       3753;Ochtrup                                 ;   52.204196;    7.178421;           56;Nordrhein-Westfalen                     ;
       3754;Odenthal-Osenau                         ;   51.032331;    7.102836;           81;Nordrhein-Westfalen                     ;
       3755;Oderberg/Mark                           ;   52.874159;   14.047048;           30;Brandenburg                             ;
       3756;Oebisfelde                              ;   52.438583;   10.990031;           62;Sachsen-Anhalt                          ;
       3757;Oebisfelde, Buchhorst                   ;   52.486878;   11.038323;           57;Sachsen-Anhalt                          ;
       3758;Oedelsheim                              ;     51.5833;      9.5833;          130;Hessen                                  ;
       3759;Oederan                                 ;    50.86158;    13.17893;          383;Sachsen                                 ;
       3760;Oedwies                                 ;     48.9667;     12.9333;         1029;Bayern                                  ;
       3761;Öhringen                                ;   49.207016;    9.517582;        275.9;Baden-Württemberg                       ;
       3762;Oelde                                   ;     51.8167;        8.15;           95;Nordrhein-Westfalen                     ;
       3763;Oelsen                                  ;   50.809393;    13.93292;          555;Sachsen                                 ;
       3764;Oelsnitz/Vogtland                       ;   50.424066;   12.179771;        434.5;Sachsen                                 ;
       3765;Oerlenbach                              ;   50.140691;   10.134742;          302;Bayern                                  ;
       3766;Oerlinghausen                           ;     51.9667;        8.65;          180;Nordrhein-Westfalen                     ;
       3767;Oerlinghausen (Nord)                    ;   51.964782;    8.658334;          205;Nordrhein-Westfalen                     ;
       3768;Oersberg-Arrild                         ;    54.68022;     9.83128;           48;Schleswig-Holstein                      ;
       3769;Östringen                               ;   49.221441;    8.708209;          165;Baden-Württemberg                       ;
       3770;Oettelin                                ;   53.858944;   12.062682;           23;Mecklenburg-Vorpommern                  ;
       3771;Oettersdorf                             ;   50.600999;   11.820737;          470;Thüringen                               ;
       3772;Ehingen a. Ries (Schaffhäuser Hof)      ;   48.966251;   10.574854;          433;Bayern                                  ;
       3773;Oeversee-Frörup                         ;        54.7;      9.4333;           28;Schleswig-Holstein                      ;
       3774;Oeynhausen, Bad                         ;     52.2042;    8.798172;           70;Nordrhein-Westfalen                     ;
       3776;Offenbach/M. (Stadt)                    ;   50.094641;    8.754596;          110;Hessen                                  ;
       3777;Offenburg                               ;   48.459326;    7.925526;          153;Baden-Württemberg                       ;
       3778;Offensen                                ;     51.6167;      9.6833;          158;Niedersachsen                           ;
       3779;Offleben                                ;       52.15;     11.0333;          100;Niedersachsen                           ;
       3780;Luckaitztal-Buchwäldchen                ;    51.68966;   14.008725;           85;Brandenburg                             ;
       3781;Ohlenstedt                              ;        53.3;      8.7667;           26;Niedersachsen                           ;
       3782;Ohlstadt-Schwaiganger                   ;   47.654932;   11.253064;          660;Bayern                                  ;
       3784;Ohrenbach                               ;   49.470737;   10.208408;          405;Bayern                                  ;
       3785;Oizet (Witzelsberg)                     ;     48.6833;       13.15;          400;Bayern                                  ;
       3786;Oker                                    ;        51.9;     10.4833;          208;Niedersachsen                           ;
       3787;Olbernhau                               ;   50.647406;    13.34411;          532;Sachsen                                 ;
       3788;Olbersdorf                              ;   50.864596;   14.762795;          305;Sachsen                                 ;
       3789;Oldenborstel                            ;     54.0667;      9.5167;           30;Schleswig-Holstein                      ;
       3790;Oldenburg (A)                           ;   53.101795;     8.25155;            5;Niedersachsen                           ;
       3791;Oldenburg                               ;   53.176273;    8.182353;           11;Niedersachsen                           ;
       3792;Oldenburg in Holstein                   ;   54.295195;   10.896778;            6;Schleswig-Holstein                      ;
       3793;Oldesloe, Bad                           ;   53.807323;   10.393103;           15;Schleswig-Holstein                      ;
       3794;Oldisleben                              ;   51.301515;   11.171122;          129;Thüringen                               ;
       3795;Olfen                                   ;   51.706577;    7.356366;         48.5;Nordrhein-Westfalen                     ;
       3798;Olsberg-Brunskappel                     ;   51.282744;    8.479736;          442;Nordrhein-Westfalen                     ;
       3799;Opfenbach                               ;   47.628775;     9.83551;        597.5;Bayern                                  ;
       3800;Oppach                                  ;   51.055171;   14.502529;          320;Sachsen                                 ;
       3801;Oppau (Kreis Ludwigshafen)              ;     49.5167;         8.4;           92;Rheinland-Pfalz                         ;
       3802;Oppenau                                 ;   48.476525;    8.162392;          315;Baden-Württemberg                       ;
       3803;Oppenheim                               ;   49.848068;    8.367154;           85;Rheinland-Pfalz                         ;
       3804;Oranienbaum                             ;   51.798967;   12.400327;           63;Sachsen-Anhalt                          ;
       3805;Oranienburg                             ;       52.75;        13.2;           35;Brandenburg                             ;
       3806;Oranienburg (Schleuse)                  ;   52.764164;   13.271871;           38;Brandenburg                             ;
       3807;Orb, Bad                                ;   50.243026;     9.32611;          230;Hessen                                  ;
       3808;Orlishausen                             ;   51.154532;    11.20192;          141;Thüringen                               ;
       3809;Ortenberg                               ;       50.35;        9.05;          136;Hessen                                  ;
       3810;Ortenburg                               ;   48.536949;   13.227509;          384;Bayern                                  ;
       3811;Oschatz                                 ;    51.29598;    13.09283;          150;Sachsen                                 ;
       3812;Oschersleben/Bode                       ;   52.023936;   11.240747;           80;Sachsen-Anhalt                          ;
       3813;Osdorf                                  ;   54.425879;   10.023518;           23;Schleswig-Holstein                      ;
       3815;Osnabrück                               ;   52.255342;    8.053353;         95.4;Niedersachsen                           ;
       3816;Georgsmarienhütte-Ho.-Mündrup           ;     52.2266;      8.1165;          118;Niedersachsen                           ;
       3817;Osnabrück-Haste                         ;   52.303504;    8.043985;           67;Niedersachsen                           ;
       3819;Osterburg/Altmark                       ;   52.796048;   11.750207;           24;Sachsen-Anhalt                          ;
       3820;Ostercappeln-Schwagstorf                ;    52.36569;    8.201275;           52;Niedersachsen                           ;
       3821;Osterfeld                               ;   51.087267;   11.929279;          246;Sachsen-Anhalt                          ;
       3822;Osterfeld (Bauernweg)                   ;   51.084045;   11.925712;          200;Sachsen-Anhalt                          ;
       3823;Osterhagen                              ;        51.6;     10.4833;          320;Niedersachsen                           ;
       3824;Eisleben-Osterhausen                    ;   51.452178;    11.50678;          165;Sachsen-Anhalt                          ;
       3825;Osterhof                                ;   49.503306;    7.277315;          338;Saarland                                ;
       3826;Osterhofen                              ;     48.7167;     13.0167;          317;Bayern                                  ;
       3827;Osterholz-Scharmbeck                    ;   53.232967;     8.80779;           13;Niedersachsen                           ;
       3828;Osterode-Schwiegershausen               ;     51.6833;     10.2167;          185;Niedersachsen                           ;
       3829;Osterode/Harz                           ;      51.737;     10.2456;          260;Niedersachsen                           ;
       3830;Osterode/Harz-Förste                    ;     51.7333;     10.1833;          151;Niedersachsen                           ;
       3831;Osterode/Harz-Lerbach                   ;       51.75;        10.3;          320;Niedersachsen                           ;
       3832;Osterschnatebüll                        ;       54.75;        8.95;            3;Schleswig-Holstein                      ;
       3833;Ostersode                               ;     53.3333;      8.9833;            4;Niedersachsen                           ;
       3835;Osterzell                               ;   47.879583;   10.744526;        723.5;Bayern                                  ;
       3836;Ostheim v.d. Rhön                       ;   50.453837;   10.221065;        313.5;Bayern                                  ;
       3837;Ostrau                                  ;   51.200142;   13.168624;          160;Sachsen                                 ;
       3838;Ostrhauderfehn-Potshausen               ;   53.201583;    7.589753;            1;Niedersachsen                           ;
       3839;Ottbergen                               ;   52.150311;   10.087074;          121;Niedersachsen                           ;
       3840;Ottendorf                               ;   50.829073;   11.830231;          240;Thüringen                               ;
       3841;Bahretal-Ottendorf                      ;   50.897383;   13.926518;          273;Sachsen                                 ;
       3844;Ottenstein                              ;   51.947266;    9.399893;          295;Niedersachsen                           ;
       3846;Otterfing                               ;     47.9167;     11.6833;          669;Bayern                                  ;
       3847;Otterndorf-Mahrdorf                     ;    53.82245;    8.944374;            1;Niedersachsen                           ;
       3848;Ottersberg-Otterstedt                   ;   53.140297;    9.151676;           17;Niedersachsen                           ;
       3849;Ottobeuren                              ;   47.930302;   10.310003;          667;Bayern                                  ;
       3850;Ottrau-Immichenhain                     ;   50.809738;    9.357919;          340;Hessen                                  ;
       3851;Otzenhausen                             ;        49.6;           7;          433;Saarland                                ;
       3852;Otzing                                  ;   48.762917;   12.806227;          328;Bayern                                  ;
       3853;Ovelgönne                               ;   53.381903;    8.449286;            2;Niedersachsen                           ;
       3854;Overath-Immekeppel                      ;   50.960139;    7.236716;          110;Nordrhein-Westfalen                     ;
       3855;Owingen                                 ;   47.806464;     9.16637;          528;Baden-Württemberg                       ;
       3856;Oy-Mittelberg                           ;   47.638329;   10.431279;         1010;Bayern                                  ;
       3857;Oy-Mittelberg-Petersthal                ;   47.636179;    10.38923;        885.5;Bayern                                  ;
       3858;Paderborn                               ;     51.7333;      8.7333;          105;Nordrhein-Westfalen                     ;
       3859;Paderborn-Sande                         ;   51.749752;    8.645099;           96;Nordrhein-Westfalen                     ;
       3860;Paderborn-Schloß Neuhaus                ;   51.753051;    8.717588;          104;Nordrhein-Westfalen                     ;
       3861;Päwesin                                 ;   52.510788;   12.711464;           32;Brandenburg                             ;
       3862;Pahren                                  ;       50.65;        11.9;          395;Thüringen                               ;
       3864;Pansfelde                               ;   51.657275;      11.278;          275;Sachsen-Anhalt                          ;
       3865;Pansfelde (Burg Falkenstein )           ;    51.69947;   11.265301;          326;Sachsen-Anhalt                          ;
       3867;Papenburg                               ;   53.064298;    7.481371;            7;Niedersachsen                           ;
       3869;Parchen                                 ;       52.35;     12.0833;           36;Sachsen-Anhalt                          ;
       3870;Parchim                                 ;   53.431868;   11.829421;           46;Mecklenburg-Vorpommern                  ;
       3871;Elbe-Parey                              ;   52.377953;    11.98648;           36;Sachsen-Anhalt                          ;
       3872;Parmen-Weggun                           ;     53.3502;    13.56741;           97;Brandenburg                             ;
       3874;Parsau                                  ;   52.536072;   10.885346;           64;Niedersachsen                           ;
       3875;Parsberg/Oberpfalz-Eglwang              ;    49.15102;   11.689638;          549;Bayern                                  ;
       3876;Partenstein                             ;    50.04275;    9.513585;          190;Bayern                                  ;
       3877;Pasewalk                                ;   53.507386;   13.992039;           10;Mecklenburg-Vorpommern                  ;
       3878;Passau-Maierhof                         ;   48.580547;   13.415212;        328.5;Bayern                                  ;
       3879;Passau-Oberhaus                         ;   48.577943;   13.469437;          409;Bayern                                  ;
       3880;Tüzen                                   ;   53.946516;   11.756582;           88;Mecklenburg-Vorpommern                  ;
       3881;Passow                                  ;   53.141965;   14.107435;         11.5;Brandenburg                             ;
       3882;Paulinzella                             ;   50.701283;   11.107841;          368;Thüringen                               ;
       3883;Pausa-Unterreichenau                    ;   50.599901;   11.996611;          442;Sachsen                                 ;
       3884;Pausa-Wallengrün                        ;   50.597701;   11.976814;          407;Sachsen                                 ;
       3885;Pechbrunn                               ;   49.972174;   12.161598;          540;Bayern                                  ;
       3886;Pegnitz (Kläranlage)                    ;   49.740751;   11.552811;          420;Bayern                                  ;
       3887;Pegnitz-Hufeisen                        ;     49.6964;     11.4947;          451;Bayern                                  ;
       3888;Pegnitz-Trockau                         ;   49.825286;   11.494698;          515;Bayern                                  ;
       3889;Peickwitz                               ;   51.462319;   13.983796;          102;Brandenburg                             ;
       3890;Peine                                   ;   52.331392;   10.252046;           70;Niedersachsen                           ;
       3891;Peißen                                  ;   51.507597;   12.054285;           95;Sachsen-Anhalt                          ;
       3892;Peiting-Herzogsägmühle                  ;   47.817211;   10.939306;          704;Bayern                                  ;
       3893;Peitz                                   ;    51.84838;    14.42002;           60;Brandenburg                             ;
       3894;Pellingen                               ;   49.674018;    6.669906;          447;Rheinland-Pfalz                         ;
       3895;Pellworm                                ;   54.517234;    8.609581;            1;Schleswig-Holstein                      ;
       3897;Pelzerhaken                             ;    54.08933;   10.877341;          2.2;Schleswig-Holstein                      ;
       3898;Pemfling-Grafenkirchen                  ;   49.299254;   12.626243;          501;Bayern                                  ;
       3899;Penkun                                  ;   53.296012;   14.234507;           32;Mecklenburg-Vorpommern                  ;
       3900;Pennewitz                               ;   50.656288;    11.05035;          500;Thüringen                               ;
       3901;Pentling-Matting                        ;   48.963388;   12.007138;          346;Bayern                                  ;
       3902;Penzlin                                 ;   53.467881;   13.067985;           55;Mecklenburg-Vorpommern                  ;
       3903;Perl-Besch                              ;   49.511404;    6.385744;          175;Saarland                                ;
       3904;Perl-Nennig                             ;   49.535353;    6.378874;          152;Saarland                                ;
       3906;Perleberg                               ;   53.095176;   11.860293;           40;Brandenburg                             ;
       3907;Röhrnbach-Reisersberg                   ;   48.778898;   13.494567;          533;Bayern                                  ;
       3908;Perlin                                  ;   53.595352;   11.171882;           60;Mecklenburg-Vorpommern                  ;
       3909;Petersaurach-Wicklesgreuth              ;   49.317539;    10.69982;          449;Bayern                                  ;
       3910;Petersberg-Drehlitz                     ;   51.600586;   11.965397;          125;Sachsen-Anhalt                          ;
       3911;Petersberg-Marbach                      ;   50.617521;    9.724971;          305;Hessen                                  ;
       3912;Petersdorf-Schönleiten                  ;   48.526231;   11.010386;          520;Bayern                                  ;
       3913;Petershagen                             ;     52.3817;    9.017551;           43;Nordrhein-Westfalen                     ;
       3914;Petershagen-Wasserstraße                ;   52.481669;    9.121419;           36;Nordrhein-Westfalen                     ;
       3915;Petkus                                  ;   51.989253;   13.360777;          145;Brandenburg                             ;
       3916;Petschow-Godow                          ;   54.052008;   12.267798;           45;Mecklenburg-Vorpommern                  ;
       3918;Pfaffenhofen, Kreis Heilbronn           ;    49.06536;    8.981471;          207;Baden-Württemberg                       ;
       3919;Pfarrkirchen                            ;   48.425235;   12.992366;          381;Bayern                                  ;
       3920;Pfeffenhausen-Ludmannsdorf              ;   48.692318;   11.902157;          470;Bayern                                  ;
       3922;Pfofeld-Langlau                         ;   49.116163;     10.8598;          435;Bayern                                  ;
       3923;Pforzen-Ingenried/Allgäu                ;   47.944695;   10.600152;          665;Bayern                                  ;
       3924;Pforzheim-Eutingen                      ;   48.905877;    8.741206;          246;Baden-Württemberg                       ;
       3925;Pforzheim-Ispringen                     ;    48.93291;     8.69727;          332;Baden-Württemberg                       ;
       3926;Pfronten-Rehbichel                      ;   47.606287;   10.559228;          884;Bayern                                  ;
       3927;Pfullendorf                             ;   47.934471;     9.28693;        629.5;Baden-Württemberg                       ;
       3928;Pfungstadt                              ;     49.8167;         8.6;          105;Hessen                                  ;
       3929;Philippsburg                            ;   49.251137;    8.441547;          100;Baden-Württemberg                       ;
       3930;Philippsreut                            ;    48.88051;   13.663127;          922;Bayern                                  ;
       3931;Philippsthal-Röhrigshof                 ;    50.84656;     9.95911;          238;Hessen                                  ;
       3932;Picher                                  ;   53.350543;   11.345777;           45;Mecklenburg-Vorpommern                  ;
       3933;Piesport                                ;   49.877163;    6.920066;          155;Rheinland-Pfalz                         ;
       3934;Pilsach-Laaber                          ;   49.315855;   11.560916;          517;Bayern                                  ;
       3935;Pinneberg                               ;   53.664236;    9.781902;            8;Schleswig-Holstein                      ;
       3937;Pinnow Kreis Prignitz                   ;   53.212399;   11.598822;           35;Brandenburg                             ;
       3938;Pinnow Kreis Spree-Neiße                ;   51.974817;   14.535647;           83;Brandenburg                             ;
       3939;Pirmasens                               ;   49.191191;      7.5879;          385;Rheinland-Pfalz                         ;
       3940;Pirna                                   ;   50.954577;   13.928217;          123;Sachsen                                 ;
       3941;Pirna-Neundorf                          ;   50.916282;    13.97741;          150;Sachsen                                 ;
       3943;Plaaz                                   ;   53.841732;    12.34899;           55;Mecklenburg-Vorpommern                  ;
       3945;Plau am See                             ;   53.458432;   12.241705;           66;Mecklenburg-Vorpommern                  ;
       3946;Plauen                                  ;   50.481832;   12.130043;        387.1;Sachsen                                 ;
       3948;Plech                                   ;   49.648967;   11.468533;        442.5;Bayern                                  ;
       3949;Pleidelsheim                            ;   48.957073;     9.19954;          192;Baden-Württemberg                       ;
       3950;Pleinfeld-Mandlesmühle                  ;   49.124762;   10.973084;          380;Bayern                                  ;
       3951;Pleißa                                  ;   50.844079;   12.775091;          388;Sachsen                                 ;
       3952;Plettenberg                             ;   51.195634;    7.848166;          268;Nordrhein-Westfalen                     ;
       3953;Plochingen                              ;     48.7167;      9.4167;          268;Baden-Württemberg                       ;
       3954;Plön (Max-Planck-Institut)              ;   54.160283;    10.43449;           26;Schleswig-Holstein                      ;
       3955;Plön (See)                              ;   54.158983;   10.401996;           24;Schleswig-Holstein                      ;
       3956;Plößberg-Schönficht                     ;   49.812792;   12.247388;          550;Bayern                                  ;
       3957;Plothen                                 ;     50.6392;     11.7722;          466;Thüringen                               ;
       3958;Plotzen-Sornßig                         ;   51.129064;   14.584815;          330;Sachsen                                 ;
       3959;Pockau                                  ;   50.711898;   13.227726;          417;Sachsen                                 ;
       3960;Pocking                                 ;   48.395245;   13.313896;          323;Bayern                                  ;
       3961;Pömmelte                                ;    51.99534;   11.839109;           50;Sachsen-Anhalt                          ;
       3962;Pörnbach-Puch                           ;   48.626057;    11.47233;          392;Bayern                                  ;
       3964;Pöttmes-Schorn                          ;   48.588724;   11.092274;          404;Bayern                                  ;
       3965;Süderholz-Neuendorf                     ;   54.103401;    13.15331;            5;Mecklenburg-Vorpommern                  ;
       3966;Pohlheim-Hausen                         ;    50.54613;     8.73956;          228;Hessen                                  ;
       3967;Pohlitz                                 ;   52.183643;   14.574787;           70;Brandenburg                             ;
       3968;Poitzen                                 ;   52.896626;   10.134357;           62;Niedersachsen                           ;
       3969;Polch, Kr. Mayen-Koblenz                ;   50.304908;    7.310045;          235;Rheinland-Pfalz                         ;
       3970;Polenz                                  ;   51.020972;   14.180078;          335;Sachsen                                 ;
       3971;Polle                                   ;   51.879875;    9.395118;          270;Niedersachsen                           ;
       3972;Polsingen-Döckingen                     ;    48.93431;   10.758555;          510;Bayern                                  ;
       3973;Polsterberg                             ;   51.795446;    10.40164;          628;Niedersachsen                           ;
       3974;Pommelsbrunn                            ;   49.505822;     11.5142;          368;Bayern                                  ;
       3975;Pommelsbrunn-Mittelburg                 ;   49.477723;   11.535701;        521.5;Bayern                                  ;
       3976;Pommerby                                ;     54.7667;        9.95;           10;Schleswig-Holstein                      ;
       3977;Pomßen                                  ;   51.239332;   12.611707;          143;Sachsen                                 ;
       3978;Poppenhausen, Kreis Fulda               ;     50.4833;      9.8667;          455;Hessen                                  ;
       3979;Porschdorf                              ;    50.94098;   14.127587;          190;Sachsen                                 ;
       3980;Porta Westfalica-Barkhausen             ;   52.261966;    8.907043;           49;Nordrhein-Westfalen                     ;
       3981;Lützen-Poserna                          ;   51.212058;   12.083522;          120;Sachsen-Anhalt                          ;
       3982;Eichigt-Tiefenbrunn                     ;   50.332275;   12.107075;        592.5;Sachsen                                 ;
       3983;Possendorf                              ;     50.9667;        13.7;          296;Sachsen                                 ;
       3984;Postau-Oberköllnbach                    ;   48.675723;   12.312699;          428;Bayern                                  ;
       3985;Posterstein                             ;   50.862547;   12.250179;          245;Thüringen                               ;
       3986;Potsdam (Nord)                          ;     52.4167;     13.0667;           52;Brandenburg                             ;
       3987;Potsdam                                 ;   52.381247;    13.06223;           81;Brandenburg                             ;
       3988;Potsdam (Säkularstation)                ;   52.382206;   13.062213;           81;Brandenburg                             ;
       3989;Pottenstein                             ;   49.772491;   11.408611;          365;Bayern                                  ;
       3990;Potzlow                                 ;   53.203519;   13.806777;           60;Brandenburg                             ;
       3991;Prackenbach-Moosbach                    ;   49.114135;   12.781911;          505;Bayern                                  ;
       3992;Pratau                                  ;   51.845863;   12.625092;           70;Sachsen-Anhalt                          ;
       3993;Preetz                                  ;     54.2333;     10.2667;           37;Schleswig-Holstein                      ;
       3995;Prenzlau (Ewaldshof)                    ;   53.284937;   13.928302;           57;Brandenburg                             ;
       3996;Prerow, Ostseebad                       ;   54.448365;   12.556942;            1;Mecklenburg-Vorpommern                  ;
       3998;Pressath                                ;   49.772195;   11.937134;          450;Bayern                                  ;
       3999;Pressath-Mühlberg                       ;   49.784426;    12.03309;        596.5;Bayern                                  ;
       4000;Presseck                                ;   50.227686;   11.548609;          640;Bayern                                  ;
       4001;Presseck-Wartenfels                     ;   50.209642;   11.493892;          450;Bayern                                  ;
       4002;Pressig-Rothenkirchen                   ;   50.361623;   11.317515;          400;Bayern                                  ;
       4003;Preußisch-Oldendorf                     ;   52.320286;     8.47682;           52;Nordrhein-Westfalen                     ;
       4004;Prichsenstadt                           ;    49.81668;   10.343766;          261;Bayern                                  ;
       4005;Prien-Stock                             ;   47.858816;   12.362406;          530;Bayern                                  ;
       4006;Prieros                                 ;   52.218931;   13.774908;           38;Brandenburg                             ;
       4007;Prießnitz                               ;   51.094843;   11.779134;          250;Sachsen-Anhalt                          ;
       4008;Primstal                                ;       49.55;      6.9833;          335;Saarland                                ;
       4009;Wrohm                                   ;   54.212772;    9.417753;            6;Schleswig-Holstein                      ;
       4010;Priort                                  ;   52.523589;   12.975523;           35;Brandenburg                             ;
       4011;Prittitz-Plotha                         ;   51.150637;   11.921012;          165;Sachsen-Anhalt                          ;
       4012;Pritzerbe                               ;     52.5333;     12.4833;           29;Brandenburg                             ;
